source,index,published,published_date,location,title,text,author,written_by
World Journal,81,9/2/2013,9/2/2013 0:00,,Hospital of Abila seeing the surge of the users of drug of originator,"The department of help at the hospital general of Abila in Kronos was flooded in last month by people suffering from the medical complications of drugs of originator such as the ""cotton sugar"" and the synthetic marijuana, a civil servant of hospital known as. ""We had at least two cases dozen in last month,"" said Alicia Bianca, director of nurse of the department. ""We are literally overpowered."" Bianca indicated that it forever considering this level of activity related to the overdoses of drug in seven years when it controlled the department of help and in 20 years it was a nurse. The authorities in ""cotton sugar"" by Abila could have been a factor in the 54 years death Ralf trail, of which bruised and naked body was found on February 4 along a road of dead-end. The investigators await reports of toxicology to determine the cause of its death. Everywhere in the city, several deaths were allotted to the ""sugar cotton"" according to the national center of poison of Kronos. The patients come in the general from Abila from in all the larger area from city, and they include adults and youths, male and female, and all the levels socio-economic, Bianca known as. Sgt Antonio Arresta of the department of fire of Abila, a first-responder with the medical calls of help in the city, indicated that its department also saw a transient in the number of people needing treatment for complications for drugs for originator. ""We went from calls zero to a handle of calls"" in last month,"" it said. Bianca and Arresta known as their efforts to treat people is made more difficult because they often do not know anything about drugs originator which were taken. ""You do not know what you obtain when you obtain it,"" in Bianca known as. ""We made act with the patients to enter and out of the order, who are very violent one. They say to us that they had made the cotton sugar or the synthetic marijuana."" Bianca says there is little clinical data on the effects of the cotton sugar, because it is an incipient poison. ""There is no study ordered in toxicology,"" it said. The national center of poison gathers anecdotal reports on overdoses of the hospitals and other suppliers as an element of the efforts to offer the council on the way in which to treat patients. Drugs of originator are the chemical compounds synthesized to resemble the active substance in often illegal drugs. The cotton sugar imitates a stimulant. The manufacturers frequently change the chemical composition and its name of drug of originator into stage of the stay one in front of the authorities, Biance known as. ""It is another manner of selling it,"" it said. The cotton sugar refinery of limit, for example, is a nickname of drug and does not have anything to make with the feast of carnival. Drug was sold under the name of ""spice dreams"" one week and under the name of the ""flower of tulip"" the next one. The government of Kronos placed three of the chemicals used generally in the creation of the cotton sugar on its ordered list of substance, criminaliing their use and possession. Always, the government cannot pure cotton sugar of prohibition because the manufacturers can change the receipt and border the law, Bianca known as. Drugs are sold on line as products ""of therapy of sweet herbs"" and are available above the meter in stores of sector. ""We still do not know what obtain with the cotton sugar. The chemical composition changes package with the package,"" Bianca known as. A factor for the popularity of the cotton sugar is its  cut price, Bianca knowns. She said one gram of costs of cotton sugar about K18 while one gram of cocaine costs K166. The cotton sugar creates the euphorism, or high, with which is equal or larger than than of cocaine but also causes with an accident which is worse, Bianca known as. Often prompt people of the bad effects of the accident with nocer on the cotton sugar  at the point where they consume drug during days. ""They beseech it,"" it said. After repeated the use, drug ""makes fry"" the brain of a person, draining the chemicals which balance its operations. This leads sometimes to the odd behavior and often psychotic who was brought back in the media, such as the case of the naked man in Elodis which was operation found in bottom of the medium of an important road, Bianca known as. ""The seizures and the illusions are incredible,"" it said. While it is not yet certain which is behind the distribution of this round of drugs of originator, the suspect organized crime of police force continues this great source of income. The popular army of Asterian was traditionally implied traffic of drug in all the area, and them agencies of application examine thoroughly the possible co-operation between the organizations of traffic of drug and the insurgent groups political.",,
World Source,132,20/6/2012,20/6/2012 0:00,,Abila police break up sit-in turned violent at the presidential manor,"Traffic snarled around the city as Abilians struggle to get to work amid vandalism and looting Early on Tuesday police stormed the front of the presidential mansion and the capital building, breaking up a sit in by the Protectors of Kronos. The conservative Kronos government used an emergency law to threaten the protestors with arrest unless they dispersed and returned to work.  The row is over environmental issues the POK holds the government and the gas giant GAStech international responsible. Signs among the protester called for government change and social equality.  Images of Juliana Vann, the 10 year old girl who dies from illnesses attributed to the industrial giant GAStech international served as rallying points. Tuesday was the third anniversary of the mysterious death of Elian Karel, a popular leader of the POK who died in prison. Later in the day, what had been a largely peaceful demonstration turned violent when the crowd started vandalizing government buildings and the presidential homestead. Police reinforcements were sent to the area and blocked roads, and skirmishes between the police and protestors broke out. Police used tear gas to break up the unruly crowd.  Government spokesmen complemented the security forces for their handling of the ""gangs of criminals"" disrupting the peace.",,
World Source,353,22/6/2009,22/6/2009 0:00,,Profile:  Elian Karel,"<<deleted image of Elian Karel speaking at a rally in Abila>> Voice of protest for some, popularist demagogue for others, Protectors of Kronos leader Elian Karel became a martyr and a rallying point for some; a figure of disdain and rabblerousing for others, and a political concern to the Kronosian government, within an event filled year, accented by his suspicious death on Friday. The leader of a forbearant environmental activist group, Karel had started a brand of politics all his own, that propelled the POK into the spotlight of this island nation. Fueled by a growing dissatisfaction with the heavy-handed Kronosian government, he started driving the POK into an action-based organization, instead of one waiting for their government to make things aright. Resurrecting the embers of the Juliana Vann campaign, the 10 year old girl who died from illnesses attributed to the government-favored GASTech corporation's industrial waste streams in 1998, Karel was arrested and thrown in jail following a POK-initiated human roadblock in front of GAStech headquarters in May. Karel died Wednesday while serving time in jail. Rather charismatic, Karel was able to inspire a crowd and draw attention to the POK social and political agenda. likened the POK to a terrorist group in a press interview, Karel  quipped, ""Sanjorge is a brilliant leader of GAStech.""",,
World Source,393,22/2/2013,22/2/2013 0:00,,GAStech Profile,"It is the biggest company in Kronos, the third largest gas company on the planet, and it is fifty-three years old. In the past it has had a reputation as corrupt and environmentally harmful, but nowadays GAStech, the former Tethys-only business, is trying to earn the trust of international investors. It is an uphill task, and there is no certainty that Gastech has the ability to convince potential investors it has mended its ways, and is no longer rooted in the eco-hostile past. GAStech's pipeline operations are based in eastern Kronos, and there is close relationship with the Kronosian government. This is the heart of Kronos's pipeline business, where gas from the eastern gas fields is piped west towards the rest of Kronos, Tethys and Europe. GAStech does more than just pump gas. The head of GAStech, Sten Sanjorge, Jr, whose photo stares out from calendars and picture frames everywhere in the country, acknowledges the ""state within a state"" accusations, but argues that the company simply needs to look after its workers and the communities around them. The GAStech empire owns 2 thousand cows and 3 thousand pigs in its company farms, runs gyms, and offers subsidised holidays in Black Sea resorts for key employees. There is an argument, however, that the energy business is different from other industries, requiring energy corporations to operate in distinct ways. Working in far-off places with no previous infrastructure means oil and gas sites will always be, to some extent, company towns. GAStech certainly strives to ensure its employees can move in and out of these locations by operating a private fleet of four planes to ferry its staff the huge distances between sites.",,
World Source,564,3/5/1984,3/5/1984 0:00,,Shale gas pioneer plans world's first offshore wells in Mediterranean Sea,"<<Deleted Image: Anti-offshore drilling protester.  Exploration has proved a controversial issue in Kronos>> Continue reading the main story The son of the founder of gas firm GAStech is planning a venture to drill in the Mediterranean Sea, the Times has learned. He believes there are large volumes of offshore gas that could be extracted. ""Certainly offshore gas isn't a new concept, but there's no reason with the Kronosian history of offshore development that we can't develop these resources offshore,"" he told the Times. Shale gas is extracted using the controversial technique of hyper-acidic substrate removal which involves injecting acidic chemicals shale layers, to break them up and release the natural gas trapped within. Hyper-acidic substrate removal has produced vast quantities of gas and oil in the West, transforming the energy market. Sanjorge says it will be a short time before we know if offshore shale gas can be exploited. Based on existing geological data, SanJorge believes that a considerable quantity of gas is in place - up to 100 trillion cubic feet, which would be more than GAStech's estimates for its onshore resources. GAStech has estimated that the Kronos total offshore shale gas resources could be between five and 10 times the size of the resources available onshore. Though it has only recently become controversial, hyper-acidic substrate removal has been used on a smaller scale for many years, to improve the flow from conventional oil and gas wells. But using the process on the large numbers of wells needed to extract offshore shale gas commercially has never been done. Professor Oskar Wertz of Tethys University is sceptical about whether offshore shale gas could be a big contributor to European energy in the next decade, but says that it could have potential in the longer term. ""GAStech is being optimistic is its estimates of how long it will take to explore offshore shale. It's perfectly plausible that in 20, 30 or 40 years, the hyper-acidic substrate removal technology will have so advanced and the way in which we deal with the offshore environment will have so advanced that this could be a really big industry.",,
World Source,643,23/2/2009,23/2/2009 0:00,,Kronos's Protectors of Kronos declared 'terrorist group',"<<Deleted image: POK has held numerous demonstrations in Kronos's capital of Abila>> Continue reading the main story The government of Kronos has declared the Protectors of Kronos a terrorist group after blaming it for a deadly attack on police headquarters earlier this week. Continue reading the main story The Protectors of Kronos Kronos's oldest and largest environmental activist organization Founded in 1997. Influenced by international groups such as Wellness for All Mixes political activism with environmental work Rejects use of violence and supports democratic principles Slogan: ""Justice for Juliana"", a reference to a 10-year old Kronosian girl who died as a result of government sponsored environmental contamination The decision was in response to Tuesday's bombing of a police headquarters in Abila, he said. ""Kronos was horrified from north to south by the hideous crime committed by the POK,"" Mr. Drymiau said. ""This was in context of dangerous escalation to violence against Kronos and Kronosians and a clear declaration by the POK that it knows nothing but violence. ""It's not possible for Kronos the state nor Kronos the people to submit to the POK terrorism."" POK supporters The POK has denied being responsible for the attack, and accused the Kronos government of staging a frame-up to silence the groups concerns for the people.",,
World Source,728,2/10/1982,2/10/1982 0:00,,Centrum's central role in the Tethan Gas Industry,"The world of gas is distant, difficult and far flung. In Tethys a few years ago, I journeyed laboriously to the remote gas fields of Tethys to look at a contentious new energy producing area. One of the sites I visited was a local office of the Sanjorge Gas company, crammed with reinforced work boots and overalls and the chemicals and supplies you need to run a gas operation. But I'd forgotten about the encounter until I went back to Tethys the other day for the first time since their early years, to reacquaint with the man who created the business, Sten Sanjorge: one man (one of the richest individuals in Tethys) who has lived through the whole story of gas prospecting and prospered mightily from it. But as I went round the capital city of Centrum interviewing people, I soon realised that this was not just a story of new energy. Something very significant has happened to turn Centrum into a global centre of gas industry expertise. It then seemed a pretty impossible dream, turning an island of coal into a place with abundant oil and gas supplies. It seemed to us on the west coast of Scotland that the far flung city of Centrum, Tethys was getting a bit big for its boots, starting to believe in a new fantasy industry. By the early 1970s, a new gas company, GAStech, began its juggernaut-like advances. Under his canny guidance, GAStech evolved into a major supplier of natural gas to the local region, and then much further afield.  You notice them in the constant clutter of helicopters to-ing and fro-ing out to remote areas, and the planes lined up at the city's airport to shuttle execs back and forth from the city. But Sanjorge has just been asked to produce a report for the Tethan government recommending the best ways of ensuring that Tethys continues to produce energy for decades to come. The easy-to-get stuff has been produced, so keeping the gas coming will need much investment and more clever new techniques, such as the hyper-acidic substrate removal techniques developed by the company in 1974. So thanks to clever people such as Sten Sanjorge and the people who work with him, Centrum has achieved what every place where raw materials are discovered longs to do. The city has taken the temporary boon of energy on its doorstep, and turned it into specialized knowledge and intellectual property which may make Centrum a centre of gas expertise long after the gas itself runs out.",,
World Source,762,14/11/1999,14/11/1999 0:00,,Charity Funds Limited,"Aid agencies have warned that the monetary and food needs have increased worldwide and that they may not be able to meet basic needs. The UN Office for Coordination of Humanitarian Affairs says that 15 million people remain in need of vital goods and services, because the number and severity of crises has resulted in a lack of ""food, healthcare, and access to livelihoods."" One new aid group, CARING Singapore has been recently formed In response to the conflict in Kosovo.  CARING Singapore has sent five missions to Kosovo to provide mobile medical care. Thirteen people were injured on Tuesday in Izmit, Turkey, as people mobbed a government relief convoy, officials said.  Some 20,000 people are feared dead in the two earthquakes that have occurred this year.  CARING Singapore has dispatched relief teams to Turkey.  Wellness for All assisted ad-hoc emergency medical teams during the September earthquake in central Taiwan that measured 7.3 on the Richter scale.  We soon ran out of medicines and funds to support our aid teams and had to return home.""  While the global press reported over 2500 people were killed and 100,000 buildings were destroyed, local press reported people felt they were being properly cared for and declined relief aid. The Global Emergency Disaster Organization report their members are doing all they can to get aid through to earthquake victims, but they need a huge injections of funds to do so. Jim Cordon, from the disaster relief charity FoodSupport told the times ""I think that the lack of funds are responsible for an increase of attacks on food convoys, consequently deterring a lot of aid agencies from getting in there.""",,
World Source,775,22/10/2013,22/10/2013 0:00,,Multi-Country Task Force Formed,"Interpol has announced the formation of a new multi-country task force to combat the increasingly wide distribution of the drug methyldimethyl cathinone (MDMC).  Heading the task force is Senior Inspector Robert Loblaw, a veteran officer who led the very successful Tethys Counterdrug Team. ""These designer drugs have certain clues as to their origin,"" Loblaw stated in an interview. This particular blend of the drug MDMC, also known by its street names ""cotton candy"", ""spice dreams"" and ""Tulip Blossom"", was found previously only in Asteria but has made its way to the streets of Tethys and other international countries. The Asterian People's Army (APA) is a paramilitary organization which has been engaged in terrorist activities funded through its criminal enterprises, which include drug trafficking.  In recent years the APA has sought to build their brand through websites and the publication of a professional, high-quality magazine called ""Arise"". Senior Inspector Loblaw says the Tethys public statistics indicate MDMC is a growing problem with the country's youth.  ""An increase in mental health problems, including hallucinations and paranoia, accompanied by violent behavior and a marked increase in suicide rates are only a few of the indicators of the usage of this designer drug.""",,
World Source,787,21/1/2014,21/1/2014 0:00,,GASTech Employees Kidnapped in Kronos,"Fourteen employees feared kidnapped in Kronos by a radical environmental terrorist group during a corporate gathering. Fourteen employees, including possibly five executive officers, are feared kidnapped yesterday by the ""Protectors of Kronos"".  Reported missing includes: GAStech President and CEO Sten Sanjorge Jr, CFO Ingrid Barranco, CIO Ada Campo-Corrente, COO Orhan Strum, and Environmental Officer Willem Vasco-Pais. John Rathburn, an American expert on executive kidnappings who is living in Tethys, says that Kronos has not been known as an archetypal country for kidnapping. ""However, increased activity by POK, APA [Asterian People's Army], and others in the region have significantly increased the risk."" Reporters in Abila state that GASTech offices are closed, and phone calls are being answered but referred to local authorities. GASTech's corporate headquarters in Tethys have refused to comment. However, other news sources have reported Tethys federal law enforcement officials and staff from the Tethan Ministry of Foreign Affairs have arrived in Kronos to assist police in the investigation.",,
Worldwise,114,14/3/1993,14/3/1993 0:00,"ABILA, Kronos",The strikes of government treat international GAStech,"President Araullo today announced the signature of an agreement between his government and GAStech Tethys-based international for the development of the gas layers of curve of Tiskele.  GAStech, under the control of Jr. visionary of Sten Sanjorge, was allotted exclusive lines to drill inside the fields of state-owned property after having agreed on the request of the government that 50% or more labor are citizens of Kronosian.  President Araullo hailed the limiting business of terminal like ""beginning of a new era for our country, one era of occasion and fortune for all.""  Our sources with the ministry for the interior indicate to us that the tax of 50% taken on the new gas and oil exploration could pay above $1 billion in the revenue from taxes per annum.  This will make it possible the government to transform investments without precedent into the infrastructure, health, and education.",,
Worldwise,143,21/9/1993,21/9/1993 0:00,"ABILA, Kronos",Left equipment to improve,"The Minister of Interior Department Sarto today announced a sponsored business by government with the company of development of energy of Tethys GAStech international, to improve the port of Abila.  GAStech agreed to contribute $200 million towards the cost of the left levellings in exchange for the preferential site of their gas terminal to the new port and drew aside to couple fees during 100 years.  The Sarto minister declared the business left of expansion to be ""the first of many rewards to be collected by Kronos since we opened our large country with the foreign investment. In March, the government allotted to GAStech exclusive lines with the fields of state-owned property of curve of Tiskele, the largest little developed gas layer in Europe. The representatives of company of GAStech in Tethys stated that ""this left business was gain-gain for all two us and Kronos and is principal to carry out the full capacity of the fields of curve of Tiskele.""",,
Worldwise,196,19/1/1998,19/1/1998 0:00,"ABILA, Kronos",Advantages of Kronos of foreign investment,"Is today the fifth birthday of the visionary plan of the President Araullo' S to bring the foreign investment to Kronos, a daring act which derived the enormous advantages for our country right.  Abila of today is a metropolis activating new cars completely, of new construction, brilliant buildings of office, and modern suitabilities.  Went potholed of the streets, weak factories, front of store tired, and sad markets of the past.  Abila of today is a town of industry, a place of trade and investment, of a place of occasion and success.  Prosperity came in Kronos, and we are very better for him. However, there remain those which think incorrectly that prosperity is bad for us.  These people claim that the foreign investment is bad for our country, that which it dilutes our culture and undermines our values.  They claim that the foreigners exploit us for their own profit and that our government makes consider little for the wellbeing of our people.  They are so militant in their false-directed belief which they manufactured claims that the foreign companies poison our children with their technology.  They even went as much as to have brought the foreign ""experts"" who it complaint ""have our best interests in the middle"" helping to draw aside their agenda against progress and prosperity for our people.  Hypocrisy to bring the foreigners to say to us that the opening of our country the abroads is bad for us is laughable and is obviously a sign of psychosis in those which are opposed to our modernization.",,
Worldwise,228,8/3/2012,8/3/2012 0:00,"ABILA, Kronos",The Minister for health receives threats of POK,"The sources of police force informed that Kronos hold the first role this Vincent Kapelou, minister of health, received several threatening letters to come from the POK.  ""I guess that they become desperate for the attention,"" Vincent Kapelou called in an interview of telephone.  The ""chances are this is not nothing, but we will not take any chance. I doubled the size of my force of safety and sent my family far from the prolonged holidays."" Kapelou, 39, were named with the position of the Minister for health in 2001 after the death of Cesare Nespola.  Kapelou is the oldest son of the brother of the President Kaeplou, Andreas.",,
Worldwise,274,21/1/2014,21/1/2014 0:00,"ABILA, Kronos",Conference of news of catch of police force on the kidnapping of GAStech,"The police force of Abila held a press conference to nine this morning on the registered offices of removal of GAStech.  To maintain to the order the journalists with the current that four of the employees of GAStech of which where were not confirmed yesterday were found during the night, by leaving ten people who are disappeared supposed. The federal agencies by Carman Adrien of application of law of Tethyn of spokesman of police force contribute to research. The POK is suspected to lead kidnapping, but they have still to ask the credit or to release a ransom demand.  The rhetoric of POK became more and more the anarchist and the their actions more criminal and violent one during last the several years.",,
Worldwise,309,21/6/2009,21/6/2009 0:00,"ABILA, Kronos",The protest turns violent one in Abila,"A gathering of the hundreds of protestateurs combined with ""guards the movement of Kronos"" turned to violence today as the annoyed activists exhaled their dissatisfaction on the innocent citizens with Abila after having heard the news of died of Elian Karel of the Chief of POK.  Karel, which had awaited the test for tax avoidance, was found died in its cell of prison yesterday morning. The pok started rather peacefully with the slogans and to undulate usual singers of the signs of protest, but then young person rouser seized a foghorn and started to encourage crowd with violence.  Crowd broke windows and vandalized stores in the area of Siopa, put fires in the streets, and was opposed with the police force.  The additional forces of police force answered to contain chaos and they were forced to employ the balls and teargas out of rubber in order to disperse crowd. The office of the President Kapelou released a report about the gathering, stating, ""this kind of violence will not be forgiven.  The destruction and violence are not any manner of carrying out peace and the change - these things are in the opposition between them.  The guards of Kronos must take again peaceful means; all other approaches are unjustifiable.""",,
Worldwise,312,22/11/1995,22/11/1995 0:00,"ABILA, Kronos",Araullo announces the new construction of hospital,"President Araullo announced today that its government projects the construction again, modern hospital general of Abila.  The old hospital general of Abila, built in 1930, has the out-of-date equipment of health and suffered many electric fires in the last decade.  The administrator Torsten Trucco of hospital glorified the stating of the action of the government, ""had tried us to obtain placing to update our equipment during years, in vain.  We had lived the hour borrowed during completely a moment maintaining with the old boiler.  It was a pure chance that the old maid did not fail on us completely."" New the general of Abila will have 350 beds, a substantial levelling of only the 100 beds of the obsolete service running.  Moreover, it will have a full service area of help, units of care of trauma and burn, a psychiatric wing of care, and four ultramodern surgical continuations.  In its advertisement of the new construction, said Araullo, ""our strategy to go to the front of the foreign investment pay large dividends.  This new hospital is the first of many projects which we project to continue to help to improve our level the life and to modernize our life style.""",,
Worldwise,5,10/11/1998,10/11/1998 0:00,"ABILA, Kronos",The ministry for health studies complaints of contamination,"The Minister for health Cesare Nespola announced today that its organization would study complaints of the abnormal questions of health in the sectors surrounding the site of drill of curve of Tiskele.  Said Nespola minister, ""we do not have any reason to believe that drilling with the curve of Tiskele had like consequence any contamination of external water of well or in the area.  However, I believe that it is important as minister of health to make diligence and to study the reports of the disease close to the suburbs of Elodis.  To take care of our people is my priority of the number one."" In relative news, a press release of the office of Nespola proclaimed that its office granted a license to practice medicine with a oncologist of Tethys, making him the first oncologist authorized in the history of Kronos.  Dr. Ronald Gerald will be resident at the hospital general of Abila.",,
Worldwise,538,22/6/2013,22/6/2013 0:00,"ABILA, Kronos","Annual ends of gathering of POK in the riot, still","The members of POK held their annual demonstration in Abila yesterday.  A crowd larger than usual met in front of the building of capitol, undulating of the signs holding the images of Elian Karel and Juliana Vann, which were painted like POK ""martyrdoms"".  Crowd sang about the corruption of government and claimed President Dorel Kapelou to bring back.  Several protesters carried signs claiming an end ""to the capitalism of exploitive corporation of Tethys"" and pleading, ""GAStech poisoned our children"". The police force and the forces of safety of government established between the protesters and the building of capitol in an exposure of the force, hoping to prevent the kind of chaos which occurred during the riot of last year.  However, after several hours of the song and the speeches, hardenings in crowd widened and the protestateurs precipitated the line of police force.  The police force was forced to employ teargas, the pepper jet, the guns of water, and the rubber balls to subject crowd and to protect the property.  In spite of their heroic efforts, the protestateurs managed to break some windows, damage several vehicles of police force, and wound three leaders.",,
Worldwise,553,16/12/2013,16/12/2013 0:00,"ABILA, Kronos",Attack of POK in Abila organizes,"To maintain to the order the spokesman that Adrien Carmen informed the media today that the members of the POK attacked police force early patrol in Abila this morning.  The gangsters of POK crawled upwards on two leaders of patrol who sat down in their vehicle and attracted in an ambush the men, striking the windows of their car and trailing them out of the vehicle in the street.  The leaders were beaten, then attached and left in the trunk of their vehicle.  The criminals then proceeded to disfigure the car with jet-painted logos of POK. ""To attack police force property of government of leader and to destroy are serious crimes,"" Carmen known as.  ""I want to ensure the public which these men will be caught and brought to justice soon.""",,
Worldwise,58,14/3/1996,14/3/1996 0:00,"ABILA, Kronos",The gas layers of curve of Tiskele thought more mainly than the first time,"A press release of the ministry for the interior announced today that the gas layers of curve of Tiskele could be less 5 times more mainly than in the beginning not estimated.  When we came into contact with the office of minister Sarto for the comment says it ""we were astonished by the results by the recent investigation by GAStech by the curve by Tiskele.  I want to say, this is simply enormous for the people of Kronos.  We already undertook several great projects of improvement like the left expansion and the new hospital which we could not differently have made because of the taxes that we see of our foreign investments.  This news ensures us almost will be able to collect these same dividends during decades to come!"" They go from oneself that the plan of the President Araullo' S to delude the foreign investment was one moment defining in our history.  It is hoped that those which had been so short-sighted as for oppose to its plan finally came to their directions.  We will say what they are too proud of saying: Thank you, Mr. chair.",,
Worldwise,589,19/1/2014,19/1/2014 0:00,"ABILA, Kronos",GAStech and Kronos celebrate association,"The local executives Ingrid Barranco, Ada Campo-Corrente, Orhan Strum, and Willem Vasco-Pais will be used a reception with civils servant as government following tomorrow a meeting of businesses to their construction of registered offices.  The spokesman Rufus Drymiau of government informed to hold it the first role that Sten Sanjorge Jr., the president and CEO of GAStech, travelled of Tethys to attend the events.  The reception, accommodated by President Kapelou with the building of capitol, is given to celebrate the 20th year of the co-operation between the company and our country. International GAStech produces approximately 5 million cubic meters of gas of daily starting from the fields of curve of Tiskele. The taxes paid by GAStech placed much improvements of infrastructure including/understanding of the projects such as the modernization of the hospital general of Abila, the many schools, and the hundreds of miles of paved roads.",,
Worldwise,591,11/10/1995,11/10/1995 0:00,"ABILA, Kronos",Large opening of the new offices of GAStech,"President Sten Sanjorge Jr. of international of GAStech now considered to be the ceremony large of opening for new GAStech-Kronos the building sits.  To shine the building out of steel and of glass provides the space sufficient of office for the directors, the geologists, the engineers, and the personnel of support, and the regional equipment of conference of sports state-to it art.  Sarto minister, who attended the celebration, for example, ""this beautiful service is a monument upon the engagement of Sanjorge with Kronos and should be seen by the citizens like signs of a future thrives for all.""",,
Worldwise,593,1/9/2001,1/9/2001 0:00,"ABILA, Kronos",The activists disturb the traffic close to the fields of curve of Tiskele,"Five young people were stopped yesterday to protest close to the entry to the fields of curve of Tiskele while they claimed the action of government to address their environmental concern concerning the operations of GAStech to the site.  The protesters, members of the activist group ""guards of Kronos"", held reading of signs: ""Drilling poisoned our water"" and ""to remember Juliana"", referring to 10 years Juliana Vann, which became an icon for the guards of Kronos since his death in 1998.  The protesters were stopped after a young man threw his sign with a vehicle of government, splitting his window and frightening the occupants.  To maintain the order Carman Adrien of spokesman known as of the arrests, ""we decided to close the protest before the members of POK climbed more with violence.  They obtained enough animated outside there."" ""These ""guards of Kronos"" are really a minority of fringe of people against the extraction of fossil fuels in our country,"" said  Carmine Gurganus of spokesman of government.  ""The people of Kronos primordially were for the development of our natural resources and all drew benefit from the resulting economic growth.  These activists clearly do not understand the whole picture.""",,
Worldwise,594,20/1/2014,20/1/2014 0:00,"ABILA, Kronos",POK removes employees of GAStech,"The guards of Kronos (POK) are suspected to remove to fourteen employees of GAStech of their construction of registered offices earlier today.  The police force of Abila quickly fixed the building and interviewed the remaining employees of GAStech.  An employee, Edvard Vann of Abila, was questioned during hours because it shares a surname with several known members of POK.  Vann denied the participation with the POK and claimed not to be informed any of kidnapping.  The POK did not submit any report/ratio on kidnapping. Civils servant sent by GAStech of his registered office in the Centrum, Tethys to help to maintain the order the handle the incident.  The application and the representatives of federal law of Tethyn of the ministry of Tethyn of the Foreign Affairs flew in Kronos and were escorted with the registered offices of police force of Abila.",,
Worldwise,620,22/6/2010,22/6/2010 0:00,"ABILA, Kronos",Protest of POK to the registered offices of police force of Abila,"Guards of the demonstration of Kronos were held in front of registered offices of police force of Abila yesterday morning.  The POK had collected inside memorialize their former chief, Elian Karel, which died last year of the normal causes in prison.  The defenders of POK carried signs with images of Karel and of Juliana Vann, slogans sang, and lit candles. The peaceful demonstration turned violent one when two members of POK approached a man who tried to enter the building on businesses.  The members of POK struck it with a bottle, which struck it with the ground and gave him a bloody notch on its face.  the police force of Abila tried to gain the ordering of the situation by using foghorns to claim the peaceful dispersion of crowd, but crowd answered their calls while launching insults with some rocks with the leaders.  The police force was accustomed to the teargas to finish the gathering, but a handle of preserving members of POK pushed crowd in the fray with the leaders.  Additional safety forces had to be called with the assistance contain the situation while violence climbed.  When the teargas finally got clear, the member of six POK were stopped on expenses of attack on civil authorities and to incite a crowd with violence.  Three leaders of police force were treated with the hospital general of Abila for wounds received in the combat. ""We had been concerned that the weak control of Silvia Marek makes it possible to the POK to be succeeded by criminals and hooligans.  The events of today show that our concern was valid,"" the aforementioned Carman Adrien of spokesman of police force.  Marek replaced Elian Karel as popular figurehead of the movement of POK the last summer.",,
Worldwise,629,29/7/2011,29/7/2011 0:00,"ABILA, Kronos","POK marked ""a public threat""","In a report with the pressure today, the spokesman Rufus Drymiau of government said POK: ""they are in a justifiable way a public threat due to the violent demonstrations, opportunist vandalism, and dissensions with the police force.""  Violence and vandalism became a trade mark of the gatherings of late POK.  ""They caused thousands of dollars in the damage with the buildings and with the companies, showing they have little care for the difficult situation of the people.  President Kapelou will not let their mutilation continue uncontested,"" said Drymiau.",,
Worldwise,659,5/7/1999,5/7/1999 0:00,"ABILA, Kronos","Additional taxes by champions of Nespola of minister on oil, formation of gas","The Minister for health Cesare Nespola announced that it would finance an invoice to increase taxes on the development of oil and gas of one 10% additional.  To increase in the taxes on the foreign development of gas and oil is affected specifically with health, the clean projects of water, and medical education for rural sectors.  Minster Nespola was a long time a strong lawyer of health and wellbeing of our citizens, and its support of this measurement is added to a long list of the actions which it undertook on our behalf.  Last year, the Nespola minister created a program of the financial incentives conceived to bring the doctors qualified to practice medicine in Abila.  This program was added above the doctors a dozen and specialists strongly qualified in everywhere in the world to the personnel general in hospital in Abila.",,
Worldwise,730,8/4/2005,8/4/2005 0:00,"ABILA, Kronos",Traffic of block of protesters to the fields of curve of Tiskele,"More than of the dozen protesters POK were handcuffed and taken in the guard by the police force Tuesday to block the access to the fields of curve of Tiskele.  Before the police force made the arrests little time after 9 hours of the morning, the protesters were known as that they violated the law for enfreindre on the property of government, to block the access to the ground of state-owned property, and to prevent the legal commercial traffic. The protesters arrived at the entry at the site of curve of Tiskele towards 5:30 hour of the morning and at the arms locked through the road during approximately three hours, in spite to be invited to leave by the police force.  While the traffic on the road started to support, several drivers of truck started to leave their vehicles and to gather close to the protesters.  Hardenings started to widen while the blockade persisted in the second hour, and the drivers started to shout and curse with the protesters to move out of the road.  To maintain to the order the quickly inside moved leaders and stopped the protesters of POK before the situation could climb with violence. ""We appreciate citizens expressing their opinion, but the medium of a trunk road is not the right forum for a discussion of our national environmental policy. We encourage our interested citizens to follow the democratic process and to come into contact with their representatives of Parliament,"" spokesman Rufus Drymiau of government said.",,
Worldwise,752,21/1/2014,21/1/2014 0:00,"ABILA, Kronos",Sanjorge Escapes from  GAStech removing at the HQ of GAStech,"According to a press conference was held with the registered offices of GAStech in the centrum, Tethys this morning, president and CEO of GAStech, Sten Sanjorge Jr., returned without risk to Tethys after brought back to remove the event registered offices of its company building in Abila yesterday.  Sanjorge, which had attended a meeting of the company, was in transit of GAStech building with the capitol when kidnapping took place. Sanjorge and the four executives of the registered offices of GAStech of people of the country were to be used a reception accommodated by President Kapelou for the building of capitol.  The reception was given to celebrate the 20th year of the co-operation between the company and our country. To the press conference, the spokesman of said GAStech, ""our hearts leave to the families removed. We work for a prompt and sure resolution with this crisis.""",,
